,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
794,KOPN,1,1106442,1491150,"0,29685","0,2926",7,"18,67","81,63","99,81","0,73","77,69","61,76","0,04","84,56","89,66","-0,2",error,"72,73",N/A,error,error,6,"5,58","-2,55","-57,95","13,01","-70,96000000000001",2,"-19,78","11,299999999999997","89,18","-19,1","12,579999999999998","83,65","-25,02","10,040000000000006","65,99","-16,92","9,150000000000006","68,67",error,"4,650000000000006","80,42",7,"70,86","55,06","49,5",error,error,"48,2","86,69",100,error,error,error,error,error,error,error,error,error,error,error,error,error,"6,7","9,590000000000003","83,16",6,"14,670000000000002","77,41",error,error,error,error,error,error,"-29,16",error,"64,59","-31,73",error,"50,19","5,76","15,069999999999993","76,22",error,error,error,error,error,error,"3,7","80,26","90,75","3,2","82,59","92,31","62,38","68,82","91,26","60,37","62,74","63,7","52,74","34,81999999999999",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-5,4","33,870000000000005","70,66","6,71","13,010000000000005","73,58",error,error,error,error,error,error,"0,91","67,50999999999999","81,88",error,error,error,error,error,error,error,"18,47","98,98",error,error,error
795,KR,"4,5",7172707,8517522,"35,73","53,39",5,"0,17","30,03","70,83","0,19","18,689999999999998","90,2","2,18","18,180000000000007","91,38","3,96","34,47",100,"4,34","28,510000000000005","68,75",5,"3,96","-2,71","4,52","2,68","1,8399999999999994",8,"1,74","36,36","82,61","0,75",33,"95,74","10,32","54,36",100,"2,07","38,59",100,error,"29,189999999999998",100,"7,6","71,38",75,"23,1","68,57","88,47","16,1","59,26","70,35",4,"36,53","15,379999999999995","98,72","14,21","60,87",0,"36,53","15,069999999999993","98,72","17,74","36,16","72,91","3,79","27,150000000000006","63,36","0,27","67,08",56,"12,72","46,43","87,57","6,45","57,78","51,65","29,95","15,510000000000005","97,18","10,15","45,63","96,74","0,39","69,86","71,43","3,45","21,010000000000005","96,51","20,75",55,"68,66","0,8","22,299999999999997",75,"0,35","19,019999999999996","51,28","24,47","67,36","89,11","4,95","77,27","76,74","24,7","14,530000000000001",100,"1,6","33,33","58,38","0,56","30,620000000000005",100,"11,5","77,93","90,5","1,72","33,150000000000006",0,"2,7","57,67","58,22","4,5",95,"89,68","6,53","22,560000000000002","96,31","1,26","38,94","99,1",error,"27,269999999999996","87,28999999999999","1,29","28,819999999999993","78,28999999999999","4,68","5,1299999999999955","97,07","3,26","19,599999999999994","83,46000000000001",error,"30,540000000000006","99,34",error,"44,7","56,71"
796,KRC,1,442095,650433,"7,99","11,81 Bil  Price-to-FFO: 17,38  PB Ra",4,"0,09","56,81","61,9","0,52","50,65","89,24","0,74","54,53","72,19","3,8","77,73",100,"3,33","46,99","66,4",5,"1,43","-2,82","2,94","5,34","-2,4",7,"29,15","29,67","87,55","71,39","74,27","98,13","12,48","80,48","85,71","6,43","81,91","95,02",error,"51,63","93,21","2,7","64,99000000000001","57,49","0,6","52,55","48,43","2,6","59,3","72,89",8,"12,18","63,53","99,96","53,01","14,769999999999996",0,"12,18","63,64","99,97",error,error,error,"1,47","27,89","75,95","8,67","47,96","44,05",error,error,error,"16,04","51,03","70,69","15,18","73,06","99,38","10,95","82,12","97,93","12,63","55,69","65,97999999999999",error,error,error,"25,29","34,510000000000005","87,68","1,62","63,01","65,22999999999999","1,62","64,88","65,22999999999999",error,error,error,"4,93","85,76",100,"599,31","89,74","98,23","2,98","24,450000000000003","57,89","0,36","82,09",100,"6,1","78,84","88,16","3,04","22,239999999999995",0,"4,3","46,85","57,91","-5,6","43,49","75,4","1,47","29,120000000000005","90,52",error,error,error,error,error,error,"0,89",76,"72,89","1,6","45,83","93,18","0,89","53,83","99,79",error,"76,99","96,47",error,"34,650000000000006","80,21"
797,KRG,1,952111,1509827,"4,73","5,97 Bil  Price-to-FFO: 16,86  PB Ra",4,"0,17","74,25","72,73","0,44","28,909999999999997","88,24","1,1","26,36","67,25","7,08","50,24","84,25","0,89","7,640000000000001","59,72",7,"1,78","-2,94","1,89","9,15","-7,260000000000001",5,"15,9","17,799999999999997","66,03","3,8","24,53","80,87","0,86","26,379999999999995",100,"0,39","25,400000000000006","84,76",error,"72,56",100,"-9,6","18,569999999999993","75,75","-13,7","26,67","90,6",error,error,error,2,"170,08","3,489999999999995",100,"49,02","16,459999999999994",0,"170,08","3,5","97,91","22,75","39,67","95,18","1,52","25,129999999999995","92,79","6,56","61,27","87,64","26,44","29,450000000000003","98,24","16,07","49,66","60,1","95,83","6,909999999999997","71,47","31,37","20,700000000000003","87,59","20,89","21,290000000000006",100,error,error,error,error,error,error,"3,46","82,66","87,94","3,46","83,24","87,94",error,error,error,"67,03","21,769999999999996","61,05","388,56","81,68","70,62","3,34","29,810000000000002","91,91","5,67","4,1299999999999955",100,"-21,2","23,97","83,53","3,53","30,400000000000006",0,"2,27","16,400000000000006","91,92","-0,2","79,02",100,"1,52","26,459999999999994","40,94","1,08","41,8","99,88",error,error,error,"1,45","23,689999999999998","66,13",error,error,error,"3,4","6,599999999999994","88,78999999999999",error,"20,5","73,9",error,"29,620000000000005","88,41"
798,KRTX,0,165389,184085,"3,33","3,20",7,"62,22","65,82","96,69","0,96","93,92","99,59","0,02","74,63",100,"-0,06",error,"97,91",N/A,error,error,1,0,0,"-676,42","7,72","-684,14",1,error,error,error,error,error,error,"-29,63","58,15",100,"-28,86","52,14","96,09",error,"43,39",100,error,error,error,-58,"6,780000000000001",0,"-47,1","10,489999999999995",0,error,error,error,error,error,error,error,error,error,error,error,error,error,"6,58","20,409999999999997","71,83",error,error,error,error,error,error,error,error,error,"-21,48",error,"52,15","-21,54",error,"52,11",error,error,error,error,error,error,error,error,error,"33,55","94,89","77,08","33,55","94,89","77,08",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-53,8","17,439999999999998",0,"6,42","24,129999999999995","70,91",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"63,76","94,33",error,error,error
799,KRYS,0,314109,594611,"1,48","1,22",6,"42,35","61,76","99,59","0,91","78,64","90,7","0,02","74,63","99,84","-0,15",error,100,error,error,error,1,0,0,"-98,77","7,84","-106,61",1,error,error,error,error,error,error,"-15,7","69,02","99,06","-14,83","68,81","92,46",error,"68,35",100,error,error,error,"-23,2","18,760000000000005",100,"-4,9","34,120000000000005",100,error,error,error,error,error,error,error,error,error,error,error,error,error,"3,37","45,64","60,94",error,error,error,error,error,error,error,error,error,"-20,84",error,"55,92","-21,78",error,"56,52",error,error,error,error,error,error,error,error,error,"9,67","66,03","97,02","9,67","66,2","97,02",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-24,1","38,36",100,"3,24","50,73","44,03",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"62,82","45,58",error,error,error
800,KTB,0,347776,439390,"2,82","3,56",4,"0,25","35,900000000000006","65,63","0,12","9,439999999999998","79,45","4,61","2,3900000000000006","68,92","2,72",50,"63,47","7,06","47,97","99,95",7,"3,74","-2,66","23,54","6,8","16,74",5,"11,29","74,31","66,79","7,93","69,75","62,37","166,75","99,5",100,"12,37","88,52",100,error,"93,66","70,09","-10,1",error,error,"-26,9","16,83",100,"-17,1","30,769999999999996",100,error,"15,1","50,34","96,57","10,35","74,58",0,"15,1","50,14","94,08",error,error,error,"15,52","2,0900000000000034","99,37","1,21","44,94","63,77","10,63","58,09","69,62","9,13",58,"80,32","12,61","53,58","89,98","11,15","46,46","85,71000000000001","1,42","43,66","53,12",error,error,error,error,error,error,"1,96","58,29",100,"1,15","53,95","93,89",104,"59,19","66,62","35,32","71,24","43,18","54,44","48,68",100,"3,38","70,2","80,2","0,48","30,5",100,error,error,error,"3,74","71,62",0,"3,38","68,51","80,2","-0,4","55,39",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"66,33","72,65",error,error,error
801,KTOS,1,1176813,926201,"2,07","2,06",5,"1,09","57,68","99,65","0,6","65,31","66,67","0,36","49,19","89,22","5,42","24,870000000000005","42,89","1,19","7,5","64,33",5,"2,41","-2,33","50,81","6,19","44,620000000000005",3,"3,58","46,12","68,75","9,76","72,2","96,04","8,62","63,49","95,7","5,08","70,19","95,25",error,"60,98","67,15","-2,2","41,25","69,49",error,error,error,error,error,error,2,"26,98","47,53","98,41","46,53","8,930000000000007",0,"26,55","47,83","98,33","327,85","5,040000000000006","90,26","2,2","53,2","41,45","2,62","40,79","48,61","168,9","8,510000000000005","78,3","36,03","31,409999999999997","82,11","71,92","15,790000000000006","73,14","32,57","30,959999999999994","40,93","2,53","45,1","63,98",error,error,error,error,error,error,"3,67","79,63","75,9","3,24","83,7","63,99","52,95","80,66",100,"38,95","78,12","98,29","32,94","20,159999999999997",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,-6,"35,230000000000004","90,93","4,95","30,489999999999995","94,2","3,43","25,620000000000005","66,44",error,error,error,"4,14","1,9899999999999949","49,81",error,error,error,"2,42","45,71","93,02",error,"45,66","65,01",error,error,error
802,KWR,1,66058,64946,"3,86","4,64",5,"0,15","13,799999999999997","98,87","0,47","30,260000000000005","56,41","0,66",27,"65,59","3,32","27,980000000000004","70,03","9,32","33,53","93,41",6,"2,72","-2,09","6,54","9,2","-2,6599999999999993",7,"11,64","59,54","86,7","8,92","59,6",100,"11,39","54,23","52,95","5,25","46,74","55,36",error,"80,82","94,55","8,9","75,46000000000001","68,28","7,6","55,82","45,48","13,5","60,1","46,6",3,"25,44","39,53","97,47","25,85","21,58",0,"25,44","40,08","97,47","34,94","36,85","71,64","2,79","40,14","72,71000000000001","2,28","41,62","56,07","76,67","18,150000000000006","76,59","56,03","17,25","76,26","24,3","32,06999999999999","73,51","16,77","38,2","85,23","2,74","36,71","59,24",error,error,error,"51,04","22,959999999999994","56,56","2,18","57,18","60,34","1,56","56,35","68,14","70,51","50,88","86,14","84,84","26,840000000000003","53,92","66,94","59,68","77,55","0,75","27,439999999999998","92,95","0,19","65,1",100,"3,5","52,16","90,84","0,77","26,560000000000002",0,"0,93","31,480000000000004","93,06","-10,3","18,019999999999996",100,error,error,error,"2,03","39,44","57,69",error,error,error,"1,21","50,83","63,95",error,error,error,error,error,error,error,"42,15","73,72",error,"49,57",55
803,L,1,414224,791804,"15,45","23,94",3,"0,09","3,819999999999993",100,"0,22","45,54",80,"0,51","18,36","60,78","3,37","16,86","94,79","6,22","23,980000000000004","97,14",8,0,0,"2,65","6,31","-3,6599999999999997",6,error,error,error,"11,8","70,08",100,"9,23","53,12",100,"2,02","54,09",100,error,error,error,"6,2","58,14","58,54",error,error,error,error,error,error,6,"10,06","59,32","99,94",error,error,error,"10,06","59,22","99,94","13,29","34,900000000000006","95,02","0,87","68,75","77,55","1,16","52,69","72,6","9,51","46,78","99,39","7,49","54,88","96,04","8,76","50,68","89,73","8,76","42,86","89,73","1,71","32,19","72,73",error,error,error,"31,05","13,959999999999994","80,83",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"0,41","4,010000000000005",100,"0,04","97,73",100,error,error,error,"0,41","4,159999999999997",0,"0,41","5,280000000000001",100,"6,8","96,42","86,25","0,88","71,28",76,"0,5","71,22","99,8",error,error,error,"1,04","44,93","78,91",error,error,error,"0,63","69,42","97,94",error,"58,21","98,2",error,"25,200000000000003","48,84"
804,LAD,4,583316,374145,"9,46","13,37",5,"0,03","3,9599999999999937","96,3","0,45","47,22",100,"0,91","29,480000000000004","99,31","2,62","45,53",100,"11,08","50,73",100,8,"3,92","-1,68","13,41","9,86","3,5500000000000007",8,"6,78","59,93",100,"4,67","57,22",100,"30,02","93,4",100,"11,16","89,41",100,error,"85,31",100,"10,7","85,07","72,06",24,"87,49","46,25","26,1","83,61","55,05",6,"9,2","76,47","80,91","7,94","73,4",0,"9,2","76,28","81,55","5,99","84,64","99,66","2,06","41,92","68,01","0,42","71,14","51,72","6,04","80,92","99,27","5,21","72,52","99,65","9,4","69,81","94,7","8,48","56,26","94,64","0,65","69,1","63,77","0,41","89,41","84,44","27,06","31,25","85,82","1,41","42,7","59,15","0,49","10,950000000000003","41,82","48,68","73,49",100,"7,55","95,14",100,"4,4","0,5999999999999943","53,91","0,44","11,980000000000004","91,45","0,04","97,89",100,"4,8","75,48","67,66","0,46","11,780000000000001",0,"0,69","22,450000000000003","91,14",-2,"45,79","75,77","2,94","35,760000000000005","77,03","0,88","65,45","98,83",error,"89,6",75,"1,4","26,61","49,03","0,37","87,66","96,15","1,1","57,63","83,07",error,"75,61","89,61",error,"96,78","92,9"
